student_id,name,age,gender,batch,domain,attendance_pct,assignment_score,project_score,quiz_score,mock_interview_score,communication_score,hackathons_participated,github_commits,certifications,internship_during_course,backlogs,placement_status,salary_lpa,company_tier
STU00069,Sanjay Mishra,24,Male,2022,Cybersecurity,81.3,79.3,66.5,68.9,3.0,7.6,1,96,2,1,0,Job,6.47,Tier 3
STU00070,Jyoti Agarwal,20,Male,2022,Cybersecurity,73.0,66.0,54.8,57.6,8.6,7.8,4,127,2,1,0,No Job,,
STU00071,Tarun Shukla,21,Male,2022,MERN,79.1,77.7,72.0,59.1,6.6,6.0,1,165,1,0,0,No Job,,
STU00072,Manish Garg,25,Female,2024,Cybersecurity,84.4,69.1,54.6,65.7,6.9,6.7,1,92,0,1,1,No Job,,
STU00073,Aditya Agarwal,22,Male,2023,Data Science,100.0,79.5,90.7,54.4,5.0,5.5,0,204,0,0,0,Job,7.43,Tier 3
STU00074,Akshay Mehta,25,Male,2023,Data Science,60.6,64.5,65.0,69.0,6.8,5.0,0,101,1,0,0,No Job,,
STU00075,Anushka Sinha,27,Male,2024,Figma Designer,45.5,42.0,31.0,32.4,6.1,5.2,0,65,1,0,0,No Job,,
STU00076,Farhan Desai,23,Male,2023,Cybersecurity,65.9,58.9,63.9,54.4,3.7,5.3,1,135,2,0,0,No Job,,
STU00077,Ruchi Ghosh,19,Male,2024,DevOps,77.6,66.6,55.8,77.0,7.2,8.4,1,82,0,0,0,No Job,,
STU00078,Shreya Trivedi,23,Male,2023,MERN,86.0,72.2,83.1,76.1,4.3,6.1,0,166,2,0,0,Internship,2.45,Tier 3
STU00079,Rohit Rastogi,24,Female,2024,Cybersecurity,79.2,73.1,63.8,69.5,10.0,5.0,1,120,1,1,0,No Job,,
STU00080,Vaibhav Rastogi,20,Male,2022,Data Science,76.2,61.8,80.0,84.1,4.4,5.8,1,116,2,1,1,Job,5.56,Tier 2
STU00081,Akash Pillai,26,Female,2022,Data Science,96.4,89.1,94.4,80.9,2.9,7.2,2,168,1,0,0,No Job,,
STU00082,Uday Khanna,20,Male,2023,Data Science,68.5,63.4,100.0,73.8,8.8,8.4,0,200,0,0,3,Job,6.17,Tier 2
STU00083,Vaibhav Yadav,27,Female,2023,DevOps,98.0,87.8,82.6,72.8,7.2,7.0,2,179,2,0,0,No Job,,
STU00084,Arjun Varma,20,Male,2023,Cybersecurity,85.4,64.0,73.1,34.7,6.6,6.2,0,136,1,0,0,Job,5.2,Tier 3
STU00085,Geeta Sharma,21,Female,2023,Data Science,96.0,54.0,58.0,59.4,4.8,8.8,1,136,1,0,1,Job,5.8,Tier 3
STU00086,Ankit Rastogi,26,Female,2022,Cybersecurity,66.7,74.5,73.2,74.9,5.9,5.9,2,175,2,1,0,Internship,2.24,Tier 2
STU00087,Rajesh Kaur,24,Male,2023,MERN,73.8,71.4,84.8,72.5,5.5,5.8,2,169,0,0,1,No Job,,
STU00088,Gaurav Arora,19,Male,2023,Cybersecurity,60.5,66.8,76.0,51.0,7.4,4.5,2,216,0,0,2,No Job,,
STU00089,Komal Yadav,22,Male,2022,Figma Designer,81.6,87.1,79.9,100.0,4.7,5.3,0,188,1,1,1,No Job,,
STU00090,Pankaj Chauhan,23,Female,2023,Cybersecurity,81.9,64.7,81.1,53.0,4.9,4.5,3,166,0,1,2,Job,5.7,Tier 3
STU00091,Gaurav Nair,21,Female,2023,Figma Designer,100.0,66.9,78.8,66.5,7.1,4.2,4,136,1,0,0,Job,3.68,Tier 2
STU00092,Vikas Verma,19,Male,2023,Figma Designer,79.0,82.2,96.2,77.9,8.2,6.1,0,214,0,0,0,No Job,,
STU00093,Sandeep Pillai,21,Male,2022,DevOps,59.8,67.4,81.8,74.0,5.1,5.5,3,154,0,0,0,No Job,,
STU00094,Pankaj Dubey,27,Female,2024,Cybersecurity,89.3,89.6,78.5,73.3,7.0,8.0,1,139,2,0,1,No Job,,
STU00095,Sneha Malhotra,20,Female,2023,QA,67.0,81.8,71.7,80.4,7.7,6.7,2,109,0,1,0,No Job,,
STU00096,Vaibhav Reddy,19,Female,2022,MERN,62.8,50.9,50.5,71.3,4.1,7.2,1,88,1,1,0,Job,6.36,Tier 2
STU00097,Aarav Mishra,25,Male,2023,MERN,86.4,86.2,89.7,73.4,5.3,6.9,2,138,0,0,0,No Job,,
STU00098,Pankaj Gandhi,25,Female,2024,Figma Designer,68.8,63.7,80.7,58.3,2.7,4.6,0,210,2,1,0,Internship,1.48,Tier 3
STU00099,Varun Bansal,23,Female,2023,Cybersecurity,70.8,77.1,86.7,62.0,9.5,5.9,1,177,1,0,0,No Job,,
STU00100,Vaibhav Chauhan,20,Male,2024,Data Science,94.8,100.0,72.9,89.4,6.2,6.8,0,119,3,0,0,No Job,,
STU00101,Rajni Mishra,19,Male,2022,DevOps,84.2,75.8,64.5,62.4,7.4,3.6,4,134,0,0,0,Internship,1.85,Tier 3
STU00102,Anil Shukla,23,Female,2024,QA,85.2,68.7,76.3,73.6,5.1,3.6,0,155,0,0,0,Internship,1.15,Tier 2
STU00103,Swati Trivedi,22,Male,2023,DevOps,61.5,48.3,68.6,48.6,4.9,6.5,1,190,1,1,0,No Job,,
STU00104,Kunal Kumar,27,Male,2022,Cybersecurity,86.5,54.4,61.8,55.0,5.6,5.8,2,153,3,1,0,No Job,,
STU00105,Ruchi Rastogi,23,Female,2023,QA,74.7,84.3,97.3,66.8,5.5,1.0,1,170,1,0,0,Job,4.02,Tier 2
STU00106,Surbhi Kumar,20,Female,2024,Cybersecurity,72.7,83.8,56.0,98.0,10.0,3.5,1,84,0,1,1,Internship,0.93,Tier 2
STU00107,Varun Dutta,22,Female,2024,DevOps,82.9,84.9,76.9,78.2,6.5,4.7,0,184,2,1,0,No Job,,
STU00108,Karishma Arora,27,Male,2023,QA,78.1,68.9,85.2,55.3,7.0,7.0,0,163,1,1,0,No Job,,
STU00109,Aditya Shukla,26,Female,2022,Cybersecurity,60.4,69.1,72.4,69.7,5.8,5.5,0,98,1,1,1,No Job,,
STU00110,Yogesh Gupta,21,Male,2023,Cybersecurity,89.4,81.7,67.5,58.2,5.9,7.9,1,123,2,0,2,No Job,,
STU00111,Nikita Arora,26,Female,2022,MERN,90.6,67.8,76.9,59.5,7.0,5.1,1,148,1,1,0,No Job,,
STU00112,Abhinav Nair,20,Male,2022,MERN,71.0,79.1,77.0,77.7,5.7,5.4,0,177,0,0,1,Job,6.03,Tier 2
STU00113,Mohit Khanna,21,Male,2023,Figma Designer,85.3,81.3,71.4,80.0,8.3,9.7,0,145,4,1,0,Job,3.56,Tier 2
STU00114,Uday Rastogi,23,Male,2024,Data Science,89.0,85.8,61.2,86.7,4.3,7.5,0,97,0,1,0,Internship,1.97,Tier 3
STU00115,Swati Agarwal,26,Female,2023,MERN,55.6,61.6,71.5,75.1,8.0,7.8,2,156,0,0,0,Job,4.89,Tier 2
STU00116,Asha Arora,19,Male,2022,DevOps,71.8,69.4,55.5,65.3,7.9,5.1,0,114,0,1,0,No Job,,
STU00117,Mira Verma,22,Male,2023,QA,51.9,59.7,87.5,69.7,9.6,5.8,0,91,0,1,0,Job,3.75,Tier 2
STU00118,Shreya Rastogi,19,Male,2024,Data Science,85.6,73.5,50.1,77.8,2.7,6.2,3,115,1,1,0,Job,5.71,Tier 3
STU00119,Rajan Rastogi,19,Male,2024,MERN,83.4,81.1,77.4,83.2,7.7,5.9,0,124,3,1,0,No Job,,
STU00120,Priya Dubey,23,Female,2023,Data Science,70.1,86.6,89.6,63.5,4.6,6.4,0,170,2,0,1,Job,6.88,Tier 2
STU00121,Nandini Gupta,24,Female,2024,Cybersecurity,76.2,75.3,60.5,73.5,7.4,6.4,1,104,2,1,0,No Job,,
STU00122,Karan Kumar,19,Male,2024,MERN,73.6,80.3,67.7,71.3,7.4,5.9,1,67,1,1,0,Internship,1.0,Tier 1
STU00123,Rahul Roy,24,Female,2022,MERN,53.5,45.3,61.9,64.5,4.3,5.8,4,135,2,0,0,Internship,1.67,Tier 1
STU00124,Rajan Kaur,23,Female,2023,DevOps,93.6,89.3,71.1,81.1,7.1,8.3,4,99,1,0,1,No Job,,
STU00125,Anjali Goyal,22,Female,2024,Figma Designer,81.1,78.8,98.2,69.2,5.2,4.9,2,184,1,1,0,Internship,1.36,Tier 3
STU00126,Swati Desai,23,Female,2023,MERN,76.3,81.5,77.7,71.9,4.6,5.5,0,146,4,1,0,Job,5.02,Tier 2
STU00127,Nikita Chauhan,26,Male,2022,Data Science,76.3,66.5,61.5,61.5,2.4,4.0,1,72,2,1,0,No Job,,
STU00128,Sachin Patel,27,Male,2023,DevOps,86.5,86.7,100.0,79.9,8.3,4.8,0,227,3,0,2,No Job,,
STU00129,Aditya Joshi,20,Male,2023,Figma Designer,59.0,53.2,44.5,59.8,5.6,5.5,3,77,1,0,0,Job,3.59,Tier 3
STU00130,Nikita Sharma,24,Male,2024,Cybersecurity,67.5,76.9,94.6,70.0,3.9,6.4,2,179,0,1,0,No Job,,
STU00131,Asha Mehta,21,Female,2023,Figma Designer,80.6,85.4,68.0,74.3,6.4,7.5,1,140,4,0,1,Internship,1.24,Tier 3
STU00132,Prateek Jain,20,Male,2023,QA,91.4,68.8,83.3,57.2,6.0,7.5,1,155,2,0,1,Job,4.47,Tier 3
STU00133,Avni Rastogi,19,Male,2024,Data Science,49.1,58.1,83.0,74.2,4.1,8.2,1,137,0,1,0,Job,6.41,Tier 3
STU00134,Rajesh Tiwari,22,Female,2023,Cybersecurity,90.0,76.8,72.5,69.2,4.2,4.7,1,110,2,1,0,No Job,,
STU00135,Isha Srivastava,26,Male,2022,MERN,69.5,71.6,68.8,70.9,7.8,4.9,0,190,1,0,0,Internship,1.45,Tier 3
STU00136,Karishma Iyer,21,Female,2024,DevOps,74.6,70.2,65.7,71.8,6.2,4.6,2,130,2,0,3,Internship,1.18,Tier 3
STU00137,Vanshika Agarwal,23,Female,2023,MERN,78.4,69.8,59.5,70.1,4.6,8.9,5,95,1,0,1,Internship,1.9,Tier 1
STU00138,Anjali Nair,23,Male,2023,MERN,64.7,58.0,61.6,55.1,5.1,7.0,0,133,3,0,0,No Job,,
STU00139,Neha Malhotra,23,Female,2023,Figma Designer,63.1,77.3,85.0,78.2,5.1,7.5,5,197,1,1,1,Job,4.34,Tier 3
STU00140,Meena Khanna,27,Female,2022,Data Science,80.5,65.9,73.2,79.1,2.8,4.5,3,229,4,0,0,Job,7.01,Tier 3
STU00141,Harsha Pillai,26,Male,2024,QA,100.0,79.5,81.8,80.4,7.5,6.2,3,163,2,1,0,No Job,,
STU00142,Komal Shah,26,Male,2023,Data Science,66.6,52.4,47.9,60.4,5.1,7.0,3,80,4,0,0,No Job,,
STU00143,Amit Goyal,19,Male,2023,Data Science,66.6,73.5,58.5,76.3,5.5,4.1,4,47,2,0,0,Job,6.23,Tier 1
STU00144,Shreya Arora,19,Female,2022,QA,63.3,73.4,92.6,70.4,6.8,5.5,0,182,2,1,0,No Job,,
STU00145,Aarav Dutta,20,Male,2023,Cybersecurity,75.3,74.1,55.9,67.4,8.0,6.9,1,94,0,0,0,No Job,,
STU00146,Rahul Shukla,26,Female,2024,QA,66.2,57.0,58.1,78.2,6.2,2.9,1,118,0,1,2,No Job,,
STU00147,Ishaan Desai,19,Male,2024,Data Science,66.5,47.9,62.6,68.5,3.8,8.4,0,127,0,0,2,Internship,2.37,Tier 3
STU00148,Varun Shah,22,Male,2024,DevOps,80.5,78.9,93.5,68.5,5.4,7.2,5,223,1,1,0,Job,5.78,Tier 1
STU00149,Asha Goyal,27,Male,2023,Cybersecurity,60.7,70.4,69.5,79.1,5.7,4.5,2,144,1,1,0,Job,7.08,Tier 3
STU00150,Aditya Joshi,20,Male,2024,Cybersecurity,97.5,78.4,78.2,77.6,2.5,6.1,1,159,0,1,0,Job,6.09,Tier 3
STU00151,Deepika Reddy,21,Male,2023,DevOps,63.9,64.1,59.2,65.0,6.7,6.9,5,123,0,1,1,Internship,1.91,Tier 2
STU00152,Deepika Dubey,24,Male,2024,Figma Designer,91.6,64.2,85.7,78.8,7.0,6.4,0,161,2,0,0,Internship,2.04,Tier 2
STU00153,Yogesh Chopra,21,Male,2024,Cybersecurity,100.0,77.1,90.4,73.3,6.0,6.1,1,222,0,1,0,Job,6.65,Tier 1
STU00154,Kabir Singh,22,Female,2023,Figma Designer,92.4,84.3,67.0,79.3,4.3,6.0,0,146,4,0,1,Internship,1.49,Tier 3
STU00155,Vanshika Joshi,27,Male,2023,Cybersecurity,90.9,78.5,82.8,77.9,6.2,7.4,0,188,0,0,0,No Job,,
STU00156,Tarun Malhotra,27,Female,2022,Cybersecurity,87.6,79.5,74.3,61.3,7.6,7.4,0,141,1,1,0,Job,5.73,Tier 3
STU00157,Tarun Malhotra,23,Female,2023,Data Science,80.6,84.8,83.1,79.9,5.4,7.2,2,133,1,1,3,No Job,,
STU00158,Sonam Iyer,25,Female,2024,MERN,92.1,67.8,57.8,52.2,7.2,7.3,0,86,0,1,0,No Job,,
STU00159,Vineeta Iyer,27,Female,2022,QA,74.9,72.0,46.9,74.7,6.6,6.9,4,138,1,1,3,No Job,,
STU00160,Pranav Shah,26,Male,2022,MERN,88.4,71.2,56.5,73.7,2.4,7.1,3,169,0,0,0,No Job,,
STU00161,Sachin Tiwari,25,Female,2022,Data Science,91.3,78.0,67.9,84.5,4.9,8.7,0,112,0,1,1,Job,7.59,Tier 3
STU00162,Tushar Reddy,26,Female,2024,MERN,84.1,78.4,68.9,79.2,6.7,6.0,3,104,2,0,0,Internship,1.27,Tier 1
STU00163,Priya Reddy,23,Female,2023,MERN,74.8,57.2,31.9,84.9,6.0,3.7,1,87,2,0,2,No Job,,
STU00164,Anushka Kapoor,23,Female,2022,Figma Designer,83.9,68.8,71.9,52.6,7.5,8.1,0,129,1,0,0,Job,3.0,Tier 3
STU00165,Manisha Joshi,23,Male,2023,QA,73.6,65.0,48.6,64.1,6.2,6.9,2,49,0,0,2,Job,4.22,Tier 3
STU00166,Anand Chawla,19,Female,2023,DevOps,71.5,71.9,69.9,79.2,7.0,7.0,3,102,1,1,0,No Job,,
STU00167,Prateek Gupta,24,Male,2023,Data Science,87.5,88.5,67.7,91.0,5.2,4.9,4,133,2,0,2,No Job,,
STU00168,Isha Dutta,23,Male,2024,Cybersecurity,79.8,56.2,37.9,52.8,6.4,3.7,1,144,0,1,0,No Job,,
STU00169,Nikita Kaur,26,Male,2023,Cybersecurity,87.3,70.7,68.9,79.8,4.0,6.6,1,188,0,0,1,No Job,,
STU00170,Bhavna Pillai,26,Male,2023,Figma Designer,79.8,71.4,67.6,53.8,7.4,5.8,2,117,4,0,1,No Job,,
STU00171,Karan Singh,20,Male,2022,DevOps,84.1,74.0,72.9,62.0,6.3,6.2,2,103,2,0,0,No Job,,
STU00172,Vinay Chopra,24,Male,2022,MERN,94.8,86.0,99.4,82.0,3.6,5.4,1,185,2,0,2,No Job,,
STU00173,Farhan Mishra,24,Other,2023,DevOps,76.1,58.3,69.3,62.7,5.4,6.3,0,133,0,1,1,No Job,,
STU00174,Tanvi Kapoor,21,Male,2023,Figma Designer,73.2,66.9,90.5,78.0,10.0,5.2,0,183,0,0,0,No Job,,
STU00175,Harsh Reddy,19,Male,2023,Cybersecurity,83.2,70.8,65.9,76.9,5.5,8.4,3,112,1,0,2,No Job,,
STU00176,Gaurav Reddy,25,Female,2022,Cybersecurity,47.1,60.5,53.7,56.9,5.2,5.9,1,89,0,0,0,No Job,,
STU00177,Rahul Jain,23,Male,2022,MERN,86.5,77.6,79.8,85.0,4.4,7.5,0,177,2,0,1,Internship,1.47,Tier 3
STU00178,Akash Shah,23,Male,2024,QA,67.7,61.2,85.1,67.3,3.9,6.9,5,159,2,1,1,No Job,,
STU00179,Pooja Gupta,26,Male,2023,QA,98.1,96.0,73.8,92.7,4.0,8.1,3,139,0,1,0,Job,4.35,Tier 2
STU00180,Kunal Nair,23,Male,2024,MERN,87.5,72.2,87.3,76.9,9.4,6.5,5,182,2,0,0,Internship,1.84,Tier 3
STU00181,Harsh Patel,23,Male,2024,DevOps,89.0,70.4,75.0,65.3,6.5,7.6,0,173,1,0,0,No Job,,
STU00182,Lalit Chauhan,19,Female,2023,MERN,89.3,84.5,73.9,86.8,3.3,7.3,1,153,0,0,0,No Job,,
STU00183,Tarun Tiwari,20,Female,2024,MERN,72.5,63.7,82.6,66.8,5.8,8.5,3,182,2,1,0,No Job,,
STU00184,Kajal Kumar,23,Female,2023,Data Science,74.9,70.6,55.0,77.0,7.7,7.3,1,156,0,0,0,Job,6.9,Tier 1
STU00185,Sonam Rao,25,Male,2022,MERN,57.7,76.9,81.8,86.9,6.6,5.0,1,153,2,1,0,No Job,,
STU00186,Tarun Reddy,21,Male,2023,DevOps,95.9,77.6,72.1,71.5,3.3,5.9,0,165,1,1,1,Job,5.76,Tier 3
STU00187,Parth Kapoor,19,Male,2023,Data Science,62.5,52.8,70.4,66.7,7.0,4.4,1,115,2,1,2,No Job,,
STU00188,Ishaan Khanna,20,Male,2023,MERN,77.8,69.5,72.7,63.8,5.9,5.7,1,145,1,1,0,No Job,,
STU00189,Isha Bansal,21,Male,2023,Figma Designer,92.7,77.5,87.4,67.7,6.2,4.1,2,159,1,0,1,No Job,,
STU00190,Ashu Malhotra,27,Female,2023,Cybersecurity,96.4,90.5,83.9,80.7,9.1,7.3,2,172,4,1,1,No Job,,
STU00191,Vidya Rao,26,Male,2022,Cybersecurity,75.0,56.3,54.2,58.5,5.8,3.5,0,137,2,0,0,Job,4.68,Tier 3
STU00192,Mohit Bansal,22,Male,2022,MERN,57.5,86.4,79.5,82.8,4.5,4.6,2,132,2,0,0,Job,5.69,Tier 2
STU00193,Vanshika Kumar,26,Male,2022,Cybersecurity,80.8,66.3,68.6,53.8,2.7,6.7,2,172,1,0,0,Internship,1.47,Tier 2
STU00194,Zara Rastogi,27,Male,2022,Data Science,82.0,79.5,79.9,79.3,4.6,7.4,1,153,1,0,0,No Job,,
